ImmGenATAC1219.peak_19	human531027
ImmGenATAC1219.peak_3985	human276003
ImmGenATAC1219.peak_3986	human276005
ImmGenATAC1219.peak_3987	human276008
ImmGenATAC1219.peak_3989	human276015
ImmGenATAC1219.peak_4006	human276042
ImmGenATAC1219.peak_4008	human276043
ImmGenATAC1219.peak_4020	human276047
ImmGenATAC1219.peak_4023	human276048
ImmGenATAC1219.peak_4024	human276050
ImmGenATAC1219.peak_4025	human276054
ImmGenATAC1219.peak_4033	human276070
ImmGenATAC1219.peak_4036	human276078
ImmGenATAC1219.peak_4038	human276079
ImmGenATAC1219.peak_4043	human276095
ImmGenATAC1219.peak_4046	human276097
ImmGenATAC1219.peak_4047	human276099
ImmGenATAC1219.peak_4050	human276102
ImmGenATAC1219.peak_4051	human276103
ImmGenATAC1219.peak_4052	human276104
ImmGenATAC1219.peak_4055	human276114
ImmGenATAC1219.peak_4057	human276116
ImmGenATAC1219.peak_4058	human276117
ImmGenATAC1219.peak_4059	human276118
ImmGenATAC1219.peak_4061	human276119
ImmGenATAC1219.peak_4062	human276120
ImmGenATAC1219.peak_4065	human276121
ImmGenATAC1219.peak_4066	human276122
ImmGenATAC1219.peak_4067	human276124
ImmGenATAC1219.peak_4068	human276126
ImmGenATAC1219.peak_4073	human276129
ImmGenATAC1219.peak_4076	human276131
ImmGenATAC1219.peak_4077	human276132
ImmGenATAC1219.peak_4078	human276133
ImmGenATAC1219.peak_4080	human276137
ImmGenATAC1219.peak_4081	human276138
ImmGenATAC1219.peak_4083	human276139
ImmGenATAC1219.peak_4085	human276141
ImmGenATAC1219.peak_4086	human276142
ImmGenATAC1219.peak_4088	human276144
ImmGenATAC1219.peak_4102	human276150
ImmGenATAC1219.peak_4108	human276152
ImmGenATAC1219.peak_4118	human276155
ImmGenATAC1219.peak_4122	human276158
ImmGenATAC1219.peak_4123	human276159
ImmGenATAC1219.peak_4126	human276161
ImmGenATAC1219.peak_4131	human276166
ImmGenATAC1219.peak_4132	human276167
ImmGenATAC1219.peak_4139	human276202
ImmGenATAC1219.peak_4143	human276215
ImmGenATAC1219.peak_4144	human276216
ImmGenATAC1219.peak_4149	human276219
ImmGenATAC1219.peak_4162	human276231
ImmGenATAC1219.peak_4164	human276233
ImmGenATAC1219.peak_4166	human276239
ImmGenATAC1219.peak_4170	human276240
ImmGenATAC1219.peak_4197	human276270
ImmGenATAC1219.peak_4210	human276278
ImmGenATAC1219.peak_4216	human276281
ImmGenATAC1219.peak_4220	human276286
ImmGenATAC1219.peak_4239	human276295
ImmGenATAC1219.peak_4243	human276300
ImmGenATAC1219.peak_4248	human276301
ImmGenATAC1219.peak_4250	human276303
ImmGenATAC1219.peak_4252	human276304
ImmGenATAC1219.peak_4269	human276310
ImmGenATAC1219.peak_4270	human276312
ImmGenATAC1219.peak_4271	human276313
ImmGenATAC1219.peak_4275	human276314
ImmGenATAC1219.peak_4278	human276318
ImmGenATAC1219.peak_4280	human276319
ImmGenATAC1219.peak_4288	human276325
ImmGenATAC1219.peak_4293	human276328
ImmGenATAC1219.peak_4294	human276329
ImmGenATAC1219.peak_4309	human276337
ImmGenATAC1219.peak_4311	human276338
ImmGenATAC1219.peak_4313	human276339
ImmGenATAC1219.peak_4333	human276357
ImmGenATAC1219.peak_4351	human276372
ImmGenATAC1219.peak_4352	human276374
ImmGenATAC1219.peak_4355	human276378
ImmGenATAC1219.peak_4360	human276383
ImmGenATAC1219.peak_4361	human276384
ImmGenATAC1219.peak_4362	human276385
ImmGenATAC1219.peak_4366	human276390
ImmGenATAC1219.peak_4367	human276391
ImmGenATAC1219.peak_4374	human276393
ImmGenATAC1219.peak_4376	human276394
ImmGenATAC1219.peak_4377	human276396
ImmGenATAC1219.peak_4378	human276397
ImmGenATAC1219.peak_4379	human276398
ImmGenATAC1219.peak_4382	human276399
ImmGenATAC1219.peak_4383	human276405
ImmGenATAC1219.peak_4384	human276407
ImmGenATAC1219.peak_4385	human276410
ImmGenATAC1219.peak_4387	human276418
ImmGenATAC1219.peak_4392	human276423
ImmGenATAC1219.peak_4401	human276425
ImmGenATAC1219.peak_4404	human276431
ImmGenATAC1219.peak_4415	human276445
ImmGenATAC1219.peak_4420	human276451
ImmGenATAC1219.peak_4428	human276458
ImmGenATAC1219.peak_4429	human276459
ImmGenATAC1219.peak_4430	human276460
ImmGenATAC1219.peak_4464	human276473
ImmGenATAC1219.peak_4480	human276480
ImmGenATAC1219.peak_4497	human276491
ImmGenATAC1219.peak_4498	human276492
ImmGenATAC1219.peak_4499	human276495
ImmGenATAC1219.peak_4501	human276496
ImmGenATAC1219.peak_4503	human276498
ImmGenATAC1219.peak_4506	human276503
ImmGenATAC1219.peak_4509	human276509
ImmGenATAC1219.peak_4514	human276507
ImmGenATAC1219.peak_4515	human276506
ImmGenATAC1219.peak_4518	human276511
ImmGenATAC1219.peak_4528	human276523
ImmGenATAC1219.peak_4541	human276529
ImmGenATAC1219.peak_4543	human276532
ImmGenATAC1219.peak_4545	human276535
ImmGenATAC1219.peak_4548	human276540
ImmGenATAC1219.peak_4557	human276544
ImmGenATAC1219.peak_4568	human276555
ImmGenATAC1219.peak_4569	human276556
ImmGenATAC1219.peak_4571	human276557
ImmGenATAC1219.peak_4574	human276559
ImmGenATAC1219.peak_4577	human276567
ImmGenATAC1219.peak_4579	human276568
ImmGenATAC1219.peak_4580	human276569
ImmGenATAC1219.peak_4594	human372121
ImmGenATAC1219.peak_4600	human276586
ImmGenATAC1219.peak_4605	human276590
ImmGenATAC1219.peak_4609	human276594
ImmGenATAC1219.peak_4612	human276598
ImmGenATAC1219.peak_4617	human276605
ImmGenATAC1219.peak_4636	human276616
ImmGenATAC1219.peak_4638	human276617
ImmGenATAC1219.peak_4659	human276646
ImmGenATAC1219.peak_4661	human276647
ImmGenATAC1219.peak_4663	human276652
ImmGenATAC1219.peak_4665	human276653
ImmGenATAC1219.peak_4674	human581501
ImmGenATAC1219.peak_4675	human276657
ImmGenATAC1219.peak_4686	human276662
ImmGenATAC1219.peak_4693	human276669
ImmGenATAC1219.peak_4705	human276682
ImmGenATAC1219.peak_4724	human276699
ImmGenATAC1219.peak_4728	human276709
ImmGenATAC1219.peak_4744	human276716
ImmGenATAC1219.peak_4745	human276717
ImmGenATAC1219.peak_4750	human276725
ImmGenATAC1219.peak_4760	human276736
ImmGenATAC1219.peak_4763	human276738
ImmGenATAC1219.peak_4764	human276740
ImmGenATAC1219.peak_4768	human276742
ImmGenATAC1219.peak_4777	human276751
ImmGenATAC1219.peak_4785	human276757
ImmGenATAC1219.peak_4798	human276767
ImmGenATAC1219.peak_4804	human276768
ImmGenATAC1219.peak_4808	human276770
ImmGenATAC1219.peak_4809	human276771
ImmGenATAC1219.peak_4811	human276772
ImmGenATAC1219.peak_4830	human276778
ImmGenATAC1219.peak_4831	human276780
ImmGenATAC1219.peak_4832	human276781
ImmGenATAC1219.peak_4851	human276798
ImmGenATAC1219.peak_4855	human276802
ImmGenATAC1219.peak_4858	human276805
ImmGenATAC1219.peak_4861	human276810
ImmGenATAC1219.peak_4868	human276814
ImmGenATAC1219.peak_4874	human276826
ImmGenATAC1219.peak_4878	human276831
ImmGenATAC1219.peak_4893	human276845
ImmGenATAC1219.peak_4894	human276846
ImmGenATAC1219.peak_4897	human276849
ImmGenATAC1219.peak_4906	human276865
ImmGenATAC1219.peak_4913	human276879
ImmGenATAC1219.peak_4919	human276887
ImmGenATAC1219.peak_4941	human276898
ImmGenATAC1219.peak_4945	human276900
ImmGenATAC1219.peak_4964	human276912
ImmGenATAC1219.peak_4966	human276913
ImmGenATAC1219.peak_4968	human276914
ImmGenATAC1219.peak_4969	human276915
ImmGenATAC1219.peak_4971	human276917
ImmGenATAC1219.peak_4979	human276919
ImmGenATAC1219.peak_4994	human485679
ImmGenATAC1219.peak_4996	human276931
ImmGenATAC1219.peak_5009	human276946
ImmGenATAC1219.peak_5012	human276947
ImmGenATAC1219.peak_5016	human276951
ImmGenATAC1219.peak_5019	human276956
ImmGenATAC1219.peak_5022	human276961
ImmGenATAC1219.peak_5024	human276962
ImmGenATAC1219.peak_5026	human276964
ImmGenATAC1219.peak_5030	human276969
ImmGenATAC1219.peak_5041	human276970
ImmGenATAC1219.peak_5053	human276977
ImmGenATAC1219.peak_5057	human276983
ImmGenATAC1219.peak_5063	human276987
ImmGenATAC1219.peak_5073	human276995
ImmGenATAC1219.peak_5076	human276996
ImmGenATAC1219.peak_5077	human276997
ImmGenATAC1219.peak_5080	human276998
ImmGenATAC1219.peak_5082	human276999
ImmGenATAC1219.peak_5086	human277001
ImmGenATAC1219.peak_5090	human277006
ImmGenATAC1219.peak_5103	human277014
ImmGenATAC1219.peak_5109	human277026
ImmGenATAC1219.peak_5110	human277027
ImmGenATAC1219.peak_5111	human277028
ImmGenATAC1219.peak_5124	human277046
ImmGenATAC1219.peak_5125	human277052
ImmGenATAC1219.peak_5126	human277053
ImmGenATAC1219.peak_5127	human277054
ImmGenATAC1219.peak_5128	human277055
ImmGenATAC1219.peak_5130	human277057
ImmGenATAC1219.peak_5131	human277058
ImmGenATAC1219.peak_5143	human277071
ImmGenATAC1219.peak_5145	human277074
ImmGenATAC1219.peak_5149	human277080
ImmGenATAC1219.peak_5151	human277081
ImmGenATAC1219.peak_5152	human277082
ImmGenATAC1219.peak_5154	human277083
ImmGenATAC1219.peak_5166	human277097
ImmGenATAC1219.peak_5171	human277099
ImmGenATAC1219.peak_5181	human277111
ImmGenATAC1219.peak_5184	human277112
ImmGenATAC1219.peak_5186	human277115
ImmGenATAC1219.peak_5192	human277124
ImmGenATAC1219.peak_5197	human277125
ImmGenATAC1219.peak_5203	human277129
ImmGenATAC1219.peak_5204	human277132
ImmGenATAC1219.peak_5209	human277134
ImmGenATAC1219.peak_5211	human277135
ImmGenATAC1219.peak_5213	human277136
ImmGenATAC1219.peak_5216	human277137
ImmGenATAC1219.peak_5236	human277158
ImmGenATAC1219.peak_5237	human277160
ImmGenATAC1219.peak_5241	human277162
ImmGenATAC1219.peak_5242	human277165
ImmGenATAC1219.peak_5248	human277168
ImmGenATAC1219.peak_5257	human277174
ImmGenATAC1219.peak_5259	human277175
ImmGenATAC1219.peak_5261	human277178
ImmGenATAC1219.peak_5262	human277179
ImmGenATAC1219.peak_5263	human277181
ImmGenATAC1219.peak_5265	human277182
ImmGenATAC1219.peak_5266	human277183
ImmGenATAC1219.peak_5267	human277184
ImmGenATAC1219.peak_5272	human277187
ImmGenATAC1219.peak_5273	human277188
ImmGenATAC1219.peak_5281	human277190
ImmGenATAC1219.peak_5282	human277192
ImmGenATAC1219.peak_5283	human277193
ImmGenATAC1219.peak_5290	human277194
ImmGenATAC1219.peak_5293	human277205
ImmGenATAC1219.peak_5294	human277206
ImmGenATAC1219.peak_5297	human277208
ImmGenATAC1219.peak_5298	human277210
ImmGenATAC1219.peak_5309	human277218
ImmGenATAC1219.peak_5320	human277234
ImmGenATAC1219.peak_5332	human277252
ImmGenATAC1219.peak_5336	human277255
ImmGenATAC1219.peak_5344	human277261
ImmGenATAC1219.peak_5350	human277262
ImmGenATAC1219.peak_5362	human277269
ImmGenATAC1219.peak_5366	human277271
ImmGenATAC1219.peak_5381	human277284
ImmGenATAC1219.peak_5382	human277286
ImmGenATAC1219.peak_5388	human277293
ImmGenATAC1219.peak_5394	human277300
ImmGenATAC1219.peak_5395	human277301
ImmGenATAC1219.peak_5398	human277303
ImmGenATAC1219.peak_5402	human277305
ImmGenATAC1219.peak_5407	human277310
ImmGenATAC1219.peak_5413	human277312
ImmGenATAC1219.peak_5421	human277315
ImmGenATAC1219.peak_5425	human277318
ImmGenATAC1219.peak_5427	human277323
ImmGenATAC1219.peak_5428	human277326
ImmGenATAC1219.peak_5434	human277335
ImmGenATAC1219.peak_5436	human277340
ImmGenATAC1219.peak_5440	human277346
ImmGenATAC1219.peak_5452	human277350
ImmGenATAC1219.peak_5458	human277353
ImmGenATAC1219.peak_5463	human277356
ImmGenATAC1219.peak_5466	human277357
ImmGenATAC1219.peak_5472	human277361
ImmGenATAC1219.peak_5476	human277365
ImmGenATAC1219.peak_5479	human277366
ImmGenATAC1219.peak_5481	human277370
ImmGenATAC1219.peak_5482	human277371
ImmGenATAC1219.peak_5484	human277372
ImmGenATAC1219.peak_5490	human277373
ImmGenATAC1219.peak_5492	human277374
ImmGenATAC1219.peak_5493	human277375
ImmGenATAC1219.peak_5495	human277376
ImmGenATAC1219.peak_5506	human277378
ImmGenATAC1219.peak_5520	human277382
ImmGenATAC1219.peak_5533	human277386
ImmGenATAC1219.peak_5535	human277387
ImmGenATAC1219.peak_5538	human277389
ImmGenATAC1219.peak_5539	human277390
ImmGenATAC1219.peak_5540	human277391
ImmGenATAC1219.peak_5546	human277396
ImmGenATAC1219.peak_5548	human277397
ImmGenATAC1219.peak_5555	human277406
ImmGenATAC1219.peak_5558	human277407
ImmGenATAC1219.peak_5559	human277408
ImmGenATAC1219.peak_5560	human277409
ImmGenATAC1219.peak_5562	human277410
ImmGenATAC1219.peak_5568	human277418
ImmGenATAC1219.peak_5569	human277422
ImmGenATAC1219.peak_5582	human277434
ImmGenATAC1219.peak_5585	human277440
ImmGenATAC1219.peak_5587	human277445
ImmGenATAC1219.peak_5595	human277451
ImmGenATAC1219.peak_5597	human277452
ImmGenATAC1219.peak_5598	human277453
ImmGenATAC1219.peak_5600	human277456
ImmGenATAC1219.peak_5601	human277458
ImmGenATAC1219.peak_5602	human277459
ImmGenATAC1219.peak_5603	human277460
ImmGenATAC1219.peak_5612	human277462
ImmGenATAC1219.peak_5618	human277465
ImmGenATAC1219.peak_5622	human277470
ImmGenATAC1219.peak_5623	human277471
ImmGenATAC1219.peak_5624	human277472
ImmGenATAC1219.peak_5626	human277473
ImmGenATAC1219.peak_5629	human277478
ImmGenATAC1219.peak_5632	human277488
ImmGenATAC1219.peak_5635	human277489
ImmGenATAC1219.peak_5640	human277493
ImmGenATAC1219.peak_5644	human277497
ImmGenATAC1219.peak_5649	human277506
ImmGenATAC1219.peak_5659	human277513
ImmGenATAC1219.peak_5673	human277521
ImmGenATAC1219.peak_5677	human277527
ImmGenATAC1219.peak_5678	human277529
ImmGenATAC1219.peak_5680	human277530
ImmGenATAC1219.peak_5681	human277531
ImmGenATAC1219.peak_5682	human277532
ImmGenATAC1219.peak_5683	human277533
ImmGenATAC1219.peak_5692	human277540
ImmGenATAC1219.peak_5713	human277554
ImmGenATAC1219.peak_5714	human277556
ImmGenATAC1219.peak_5722	human277560
ImmGenATAC1219.peak_5726	human277564
ImmGenATAC1219.peak_5730	human277569
ImmGenATAC1219.peak_5737	human277570
ImmGenATAC1219.peak_5741	human277573
ImmGenATAC1219.peak_5744	human277575
ImmGenATAC1219.peak_5751	human277592
ImmGenATAC1219.peak_5752	human277593
ImmGenATAC1219.peak_5753	human277595
ImmGenATAC1219.peak_5777	human277629
ImmGenATAC1219.peak_5784	human277652
ImmGenATAC1219.peak_5785	human277655
ImmGenATAC1219.peak_5793	human277704
ImmGenATAC1219.peak_5798	human277714
ImmGenATAC1219.peak_5799	human277723
ImmGenATAC1219.peak_5806	human277750
ImmGenATAC1219.peak_5807	human277752
ImmGenATAC1219.peak_5811	human277755
ImmGenATAC1219.peak_5813	human277756
ImmGenATAC1219.peak_5818	human277759
ImmGenATAC1219.peak_5825	human277773
ImmGenATAC1219.peak_5826	human277776
ImmGenATAC1219.peak_5827	human277777
ImmGenATAC1219.peak_5829	human277778
ImmGenATAC1219.peak_5830	human277779
ImmGenATAC1219.peak_5831	human277781
ImmGenATAC1219.peak_5839	human277801
ImmGenATAC1219.peak_5846	human277815
ImmGenATAC1219.peak_5865	human277841
ImmGenATAC1219.peak_5871	human277853
ImmGenATAC1219.peak_5873	human277854
ImmGenATAC1219.peak_5876	human277859
ImmGenATAC1219.peak_5877	human277860
ImmGenATAC1219.peak_5878	human277861
ImmGenATAC1219.peak_5887	human277887
ImmGenATAC1219.peak_5888	human277890
ImmGenATAC1219.peak_5889	human277892
ImmGenATAC1219.peak_5894	human277914
ImmGenATAC1219.peak_5896	human277915
ImmGenATAC1219.peak_5897	human277916
ImmGenATAC1219.peak_5899	human277919
ImmGenATAC1219.peak_5901	human277920
ImmGenATAC1219.peak_5906	human277922
ImmGenATAC1219.peak_5909	human277927
ImmGenATAC1219.peak_5911	human277929
ImmGenATAC1219.peak_5922	human277940
ImmGenATAC1219.peak_5925	human277948
ImmGenATAC1219.peak_5928	human277949
ImmGenATAC1219.peak_5932	human277950
ImmGenATAC1219.peak_5933	human277951
ImmGenATAC1219.peak_5938	human277962
ImmGenATAC1219.peak_5940	human277963
ImmGenATAC1219.peak_5949	human277981
ImmGenATAC1219.peak_5950	human277982
ImmGenATAC1219.peak_5969	human277993
ImmGenATAC1219.peak_5971	human277995
ImmGenATAC1219.peak_5978	human278012
ImmGenATAC1219.peak_5985	human278013
ImmGenATAC1219.peak_5991	human278015
ImmGenATAC1219.peak_5994	human278016
ImmGenATAC1219.peak_6004	human278024
ImmGenATAC1219.peak_6011	human278025
ImmGenATAC1219.peak_6038	human278042
ImmGenATAC1219.peak_6045	human278052
ImmGenATAC1219.peak_6046	human278053
ImmGenATAC1219.peak_6047	human278054
ImmGenATAC1219.peak_6049	human278055
ImmGenATAC1219.peak_6052	human278056
ImmGenATAC1219.peak_6054	human278057
ImmGenATAC1219.peak_6056	human278061
ImmGenATAC1219.peak_6057	human278062
ImmGenATAC1219.peak_6061	human278066
ImmGenATAC1219.peak_6067	human278068
ImmGenATAC1219.peak_6069	human278070
ImmGenATAC1219.peak_6072	human278071
ImmGenATAC1219.peak_6073	human278072
ImmGenATAC1219.peak_6077	human278073
ImmGenATAC1219.peak_6082	human278079
ImmGenATAC1219.peak_6083	human278080
ImmGenATAC1219.peak_6084	human278081
ImmGenATAC1219.peak_6098	human278093
ImmGenATAC1219.peak_6101	human278095
ImmGenATAC1219.peak_6102	human278096
ImmGenATAC1219.peak_6107	human278102
ImmGenATAC1219.peak_6109	human278104
ImmGenATAC1219.peak_6111	human278106
ImmGenATAC1219.peak_6119	human278116
ImmGenATAC1219.peak_6120	human278117
ImmGenATAC1219.peak_6128	human278126
ImmGenATAC1219.peak_6131	human278128
ImmGenATAC1219.peak_6133	human278129
ImmGenATAC1219.peak_6134	human278130
ImmGenATAC1219.peak_6136	human278131
ImmGenATAC1219.peak_6138	human278132
ImmGenATAC1219.peak_6141	human278134
ImmGenATAC1219.peak_6142	human278135
ImmGenATAC1219.peak_6144	human278136
ImmGenATAC1219.peak_6145	human278137
ImmGenATAC1219.peak_6147	human278139
ImmGenATAC1219.peak_6161	human278142
ImmGenATAC1219.peak_6179	human278159
ImmGenATAC1219.peak_6194	human278174
ImmGenATAC1219.peak_6196	human278175
ImmGenATAC1219.peak_6198	human278176
ImmGenATAC1219.peak_6200	human278181
ImmGenATAC1219.peak_6205	human278196
ImmGenATAC1219.peak_6206	human278198
ImmGenATAC1219.peak_6210	human278199
ImmGenATAC1219.peak_6211	human278200
ImmGenATAC1219.peak_6213	human278206
ImmGenATAC1219.peak_6216	human278208
ImmGenATAC1219.peak_6217	human278209
ImmGenATAC1219.peak_6221	human278215
ImmGenATAC1219.peak_6237	human278237
ImmGenATAC1219.peak_6239	human278239
ImmGenATAC1219.peak_6244	human278240
ImmGenATAC1219.peak_6246	human278241
ImmGenATAC1219.peak_6250	human278247
ImmGenATAC1219.peak_6251	human278248
ImmGenATAC1219.peak_6264	human278269
ImmGenATAC1219.peak_6272	human46708
ImmGenATAC1219.peak_6273	human46709
ImmGenATAC1219.peak_6276	human261542
ImmGenATAC1219.peak_6279	human125317
ImmGenATAC1219.peak_6289	human153727
ImmGenATAC1219.peak_6290	human153728
ImmGenATAC1219.peak_6292	human153731
ImmGenATAC1219.peak_6294	human153735
ImmGenATAC1219.peak_6314	human153783
ImmGenATAC1219.peak_6321	human153789
ImmGenATAC1219.peak_6330	human153798
ImmGenATAC1219.peak_6331	human153799
ImmGenATAC1219.peak_6332	human153800
ImmGenATAC1219.peak_6335	human153811
ImmGenATAC1219.peak_6336	human153812
ImmGenATAC1219.peak_6338	human153813
ImmGenATAC1219.peak_6339	human153816
ImmGenATAC1219.peak_6340	human153817
ImmGenATAC1219.peak_6344	human153826
ImmGenATAC1219.peak_6347	human153828
ImmGenATAC1219.peak_6356	human153837
ImmGenATAC1219.peak_6357	human153839
ImmGenATAC1219.peak_6366	human153852
ImmGenATAC1219.peak_6375	human294486
ImmGenATAC1219.peak_6376	human294487
ImmGenATAC1219.peak_6378	human294488
ImmGenATAC1219.peak_6382	human294493
ImmGenATAC1219.peak_6383	human294494
ImmGenATAC1219.peak_6392	human294552
ImmGenATAC1219.peak_6417	human294570
ImmGenATAC1219.peak_6423	human294592
ImmGenATAC1219.peak_6424	human294593
ImmGenATAC1219.peak_6425	human294614
ImmGenATAC1219.peak_6426	human294615
ImmGenATAC1219.peak_6431	human294627
ImmGenATAC1219.peak_6433	human294641
ImmGenATAC1219.peak_6434	human294643
ImmGenATAC1219.peak_6440	human294654
ImmGenATAC1219.peak_6442	human294655
ImmGenATAC1219.peak_6447	human294667
ImmGenATAC1219.peak_6449	human294668
ImmGenATAC1219.peak_6451	human294678
ImmGenATAC1219.peak_6452	human294679
ImmGenATAC1219.peak_6459	human294687
ImmGenATAC1219.peak_6465	human121809
ImmGenATAC1219.peak_6467	human294699
ImmGenATAC1219.peak_6468	human294701
ImmGenATAC1219.peak_6475	human294704
ImmGenATAC1219.peak_6480	human294708
ImmGenATAC1219.peak_6485	human294711
ImmGenATAC1219.peak_6488	human294718
ImmGenATAC1219.peak_6492	human294727
ImmGenATAC1219.peak_6493	human294728
ImmGenATAC1219.peak_6494	human294729
ImmGenATAC1219.peak_6495	human294737
ImmGenATAC1219.peak_6496	human294738
ImmGenATAC1219.peak_6498	human294739
ImmGenATAC1219.peak_6511	human296149
ImmGenATAC1219.peak_6550	human296079
ImmGenATAC1219.peak_6551	human296073
ImmGenATAC1219.peak_6552	human296070
ImmGenATAC1219.peak_6553	human296069
ImmGenATAC1219.peak_6554	human296068
ImmGenATAC1219.peak_6556	human296067
ImmGenATAC1219.peak_6557	human296062
ImmGenATAC1219.peak_6558	human296061
ImmGenATAC1219.peak_6561	human296059
ImmGenATAC1219.peak_6563	human296058
ImmGenATAC1219.peak_6568	human296054
ImmGenATAC1219.peak_6572	human296052
ImmGenATAC1219.peak_6580	human296047
ImmGenATAC1219.peak_6585	human296045
ImmGenATAC1219.peak_6593	human296039
ImmGenATAC1219.peak_6602	human296029
ImmGenATAC1219.peak_6603	human296017
ImmGenATAC1219.peak_6610	human295991
ImmGenATAC1219.peak_6647	human295689
ImmGenATAC1219.peak_6648	human295685
ImmGenATAC1219.peak_6655	human295679
ImmGenATAC1219.peak_6656	human295678
ImmGenATAC1219.peak_6658	human295677
ImmGenATAC1219.peak_6660	human295676
ImmGenATAC1219.peak_6666	human295667
